Loja;MEM;Mega
303;1952680;1906,914063
306;1952680;1906,914063
307;1952680;1906,914063
308;1952680;1906,914063
312;1952680;1906,914063
317;1952680;1906,914063
317;1952680;1906,914063
326;1952680;1906,914063
327;1952680;1906,914063
327;1952680;1906,914063
327;1952680;1906,914063
327;1952680;1906,914063
327;1952680;1906,914063
327;1952680;1906,914063
327;1952680;1906,914063
327;1952680;1906,914063
328;1952680;1906,914063
328;1952680;1906,914063
328;1952680;1906,914063
328;1952680;1906,914063
330;1952680;1906,914063
334;1952680;1906,914063
334;1952680;1906,914063
334;1952680;1906,914063
334;1952680;1906,914063
338;1952680;1906,914063
338;1952680;1906,914063
338;1952680;1906,914063
338;1952680;1906,914063
339;1952680;1906,914063
339;1952680;1906,914063
339;1952680;1906,914063
354;1952680;1906,914063
354;1952680;1906,914063
354;1952680;1906,914063
355;1952680;1906,914063
356;1952680;1906,914063
356;1952680;1906,914063
356;1952680;1906,914063
356;1952680;1906,914063
358;1952680;1906,914063
362;1952680;1906,914063
362;1952680;1906,914063
363;1952680;1906,914063
363;1952680;1906,914063
363;1952680;1906,914063
369;1952680;1906,914063
380;1952680;1906,914063
380;1952680;1906,914063
380;1952680;1906,914063
380;1952680;1906,914063
380;1952680;1906,914063
381;1952680;1906,914063
381;1952680;1906,914063
381;1952680;1906,914063
381;1952680;1906,914063
381;1952680;1906,914063
381;1952680;1906,914063
381;1952680;1906,914063
382;1952680;1906,914063
382;1952680;1906,914063
382;1952680;1906,914063
382;1952680;1906,914063
383;1952680;1906,914063
383;1952680;1906,914063
384;1952680;1906,914063
384;1952680;1906,914063
384;1952680;1906,914063
386;1952680;1906,914063
386;1952680;1906,914063
386;1952680;1906,914063
387;1952680;1906,914063
387;1952680;1906,914063
387;1952680;1906,914063
387;1952680;1906,914063
389;1952680;1906,914063
389;1952680;1906,914063
389;1952680;1906,914063
389;1952680;1906,914063
389;1952680;1906,914063
390;1952680;1906,914063
390;1952680;1906,914063
390;1952680;1906,914063
390;1952680;1906,914063
390;1952680;1906,914063
398;1952680;1906,914063
400;1952680;1906,914063
409;1952680;1906,914063
409;1952680;1906,914063
428;1952680;1906,914063
428;1952680;1906,914063
436;1952680;1906,914063
2;1952684;1906,917969
29;1952684;1906,917969
30;1952684;1906,917969
41;1952684;1906,917969
41;1952684;1906,917969
47;1952684;1906,917969
47;1952684;1906,917969
57;1952684;1906,917969
57;1952684;1906,917969
69;1952684;1906,917969
70;1952684;1906,917969
90;1952684;1906,917969
92;1952684;1906,917969
98;1952684;1906,917969
101;1952684;1906,917969
105;1952684;1906,917969
107;1952684;1906,917969
107;1952684;1906,917969
121;1952684;1906,917969
131;1952684;1906,917969
138;1952684;1906,917969
143;1952684;1906,917969
149;1952684;1906,917969
161;1952684;1906,917969
175;1952684;1906,917969
182;1952684;1906,917969
193;1952684;1906,917969
199;1952684;1906,917969
245;1952684;1906,917969
258;1952684;1906,917969
258;1952684;1906,917969
276;1952684;1906,917969
276;1952684;1906,917969
276;1952684;1906,917969
281;1952684;1906,917969
281;1952684;1906,917969
287;1952684;1906,917969
287;1952684;1906,917969
297;1952684;1906,917969
298;1952684;1906,917969
299;1952684;1906,917969
301;1952684;1906,917969
319;1952684;1906,917969
322;1952684;1906,917969
322;1952684;1906,917969
330;1952684;1906,917969
338;1952684;1906,917969
340;1952684;1906,917969
353;1952684;1906,917969
358;1952684;1906,917969
376;1952684;1906,917969
398;1952684;1906,917969
398;1952684;1906,917969
398;1952684;1906,917969
398;1952684;1906,917969
419;1952684;1906,917969
419;1952684;1906,917969
419;1952684;1906,917969
419;1952684;1906,917969
419;1952684;1906,917969
40;1952688;1906,921875
270;1952688;1906,921875
281;1952688;1906,921875
290;1952688;1906,921875
295;1952688;1906,921875
318;1952688;1906,921875
91;1952692;1906,925781
1;1952696;1906,929688
1;1952696;1906,929688
2;1952696;1906,929688
3;1952696;1906,929688
4;1952696;1906,929688
4;1952696;1906,929688
5;1952696;1906,929688
5;1952696;1906,929688
5;1952696;1906,929688
6;1952696;1906,929688
6;1952696;1906,929688
7;1952696;1906,929688
8;1952696;1906,929688
10;1952696;1906,929688
10;1952696;1906,929688
11;1952696;1906,929688
11;1952696;1906,929688
21;1952696;1906,929688
21;1952696;1906,929688
21;1952696;1906,929688
22;1952696;1906,929688
22;1952696;1906,929688
26;1952696;1906,929688
26;1952696;1906,929688
26;1952696;1906,929688
26;1952696;1906,929688
28;1952696;1906,929688
28;1952696;1906,929688
29;1952696;1906,929688
29;1952696;1906,929688
31;1952696;1906,929688
32;1952696;1906,929688
32;1952696;1906,929688
36;1952696;1906,929688
36;1952696;1906,929688
37;1952696;1906,929688
37;1952696;1906,929688
37;1952696;1906,929688
37;1952696;1906,929688
40;1952696;1906,929688
43;1952696;1906,929688
45;1952696;1906,929688
45;1952696;1906,929688
47;1952696;1906,929688
47;1952696;1906,929688
47;1952696;1906,929688
48;1952696;1906,929688
48;1952696;1906,929688
48;1952696;1906,929688
49;1952696;1906,929688
49;1952696;1906,929688
50;1952696;1906,929688
53;1952696;1906,929688
53;1952696;1906,929688
53;1952696;1906,929688
55;1952696;1906,929688
56;1952696;1906,929688
57;1952696;1906,929688
57;1952696;1906,929688
57;1952696;1906,929688
58;1952696;1906,929688
59;1952696;1906,929688
59;1952696;1906,929688
59;1952696;1906,929688
59;1952696;1906,929688
59;1952696;1906,929688
59;1952696;1906,929688
60;1952696;1906,929688
61;1952696;1906,929688
62;1952696;1906,929688
62;1952696;1906,929688
63;1952696;1906,929688
65;1952696;1906,929688
65;1952696;1906,929688
67;1952696;1906,929688
68;1952696;1906,929688
68;1952696;1906,929688
68;1952696;1906,929688
68;1952696;1906,929688
70;1952696;1906,929688
70;1952696;1906,929688
70;1952696;1906,929688
73;1952696;1906,929688
73;1952696;1906,929688
79;1952696;1906,929688
81;1952696;1906,929688
81;1952696;1906,929688
84;1952696;1906,929688
84;1952696;1906,929688
84;1952696;1906,929688
84;1952696;1906,929688
85;1952696;1906,929688
86;1952696;1906,929688
86;1952696;1906,929688
86;1952696;1906,929688
87;1952696;1906,929688
88;1952696;1906,929688
88;1952696;1906,929688
89;1952696;1906,929688
90;1952696;1906,929688
91;1952696;1906,929688
93;1952696;1906,929688
96;1952696;1906,929688
96;1952696;1906,929688
96;1952696;1906,929688
96;1952696;1906,929688
97;1952696;1906,929688
98;1952696;1906,929688
98;1952696;1906,929688
100;1952696;1906,929688
100;1952696;1906,929688
100;1952696;1906,929688
101;1952696;1906,929688
101;1952696;1906,929688
101;1952696;1906,929688
102;1952696;1906,929688
102;1952696;1906,929688
102;1952696;1906,929688
102;1952696;1906,929688
106;1952696;1906,929688
106;1952696;1906,929688
109;1952696;1906,929688
109;1952696;1906,929688
111;1952696;1906,929688
115;1952696;1906,929688
116;1952696;1906,929688
116;1952696;1906,929688
116;1952696;1906,929688
116;1952696;1906,929688
117;1952696;1906,929688
117;1952696;1906,929688
118;1952696;1906,929688
118;1952696;1906,929688
118;1952696;1906,929688
119;1952696;1906,929688
120;1952696;1906,929688
121;1952696;1906,929688
121;1952696;1906,929688
122;1952696;1906,929688
122;1952696;1906,929688
122;1952696;1906,929688
125;1952696;1906,929688
125;1952696;1906,929688
125;1952696;1906,929688
125;1952696;1906,929688
125;1952696;1906,929688
125;1952696;1906,929688
125;1952696;1906,929688
126;1952696;1906,929688
127;1952696;1906,929688
127;1952696;1906,929688
127;1952696;1906,929688
127;1952696;1906,929688
128;1952696;1906,929688
128;1952696;1906,929688
129;1952696;1906,929688
129;1952696;1906,929688
129;1952696;1906,929688
129;1952696;1906,929688
129;1952696;1906,929688
129;1952696;1906,929688
130;1952696;1906,929688
131;1952696;1906,929688
132;1952696;1906,929688
135;1952696;1906,929688
136;1952696;1906,929688
139;1952696;1906,929688
140;1952696;1906,929688
140;1952696;1906,929688
140;1952696;1906,929688
142;1952696;1906,929688
142;1952696;1906,929688
146;1952696;1906,929688
148;1952696;1906,929688
157;1952696;1906,929688
159;1952696;1906,929688
159;1952696;1906,929688
159;1952696;1906,929688
161;1952696;1906,929688
161;1952696;1906,929688
162;1952696;1906,929688
162;1952696;1906,929688
162;1952696;1906,929688
163;1952696;1906,929688
169;1952696;1906,929688
171;1952696;1906,929688
175;1952696;1906,929688
175;1952696;1906,929688
175;1952696;1906,929688
175;1952696;1906,929688
179;1952696;1906,929688
182;1952696;1906,929688
185;1952696;1906,929688
187;1952696;1906,929688
191;1952696;1906,929688
193;1952696;1906,929688
193;1952696;1906,929688
194;1952696;1906,929688
196;1952696;1906,929688
196;1952696;1906,929688
200;1952696;1906,929688
235;1952696;1906,929688
235;1952696;1906,929688
235;1952696;1906,929688
235;1952696;1906,929688
235;1952696;1906,929688
236;1952696;1906,929688
236;1952696;1906,929688
237;1952696;1906,929688
243;1952696;1906,929688
243;1952696;1906,929688
245;1952696;1906,929688
258;1952696;1906,929688
258;1952696;1906,929688
269;1952696;1906,929688
270;1952696;1906,929688
271;1952696;1906,929688
271;1952696;1906,929688
276;1952696;1906,929688
276;1952696;1906,929688
276;1952696;1906,929688
276;1952696;1906,929688
278;1952696;1906,929688
281;1952696;1906,929688
287;1952696;1906,929688
287;1952696;1906,929688
289;1952696;1906,929688
289;1952696;1906,929688
289;1952696;1906,929688
289;1952696;1906,929688
289;1952696;1906,929688
289;1952696;1906,929688
289;1952696;1906,929688
289;1952696;1906,929688
292;1952696;1906,929688
292;1952696;1906,929688
292;1952696;1906,929688
293;1952696;1906,929688
293;1952696;1906,929688
293;1952696;1906,929688
295;1952696;1906,929688
297;1952696;1906,929688
298;1952696;1906,929688
298;1952696;1906,929688
298;1952696;1906,929688
298;1952696;1906,929688
299;1952696;1906,929688
303;1952696;1906,929688
303;1952696;1906,929688
305;1952696;1906,929688
305;1952696;1906,929688
305;1952696;1906,929688
305;1952696;1906,929688
305;1952696;1906,929688
306;1952696;1906,929688
306;1952696;1906,929688
306;1952696;1906,929688
306;1952696;1906,929688
313;1952696;1906,929688
313;1952696;1906,929688
313;1952696;1906,929688
313;1952696;1906,929688
313;1952696;1906,929688
315;1952696;1906,929688
315;1952696;1906,929688
316;1952696;1906,929688
316;1952696;1906,929688
316;1952696;1906,929688
316;1952696;1906,929688
317;1952696;1906,929688
317;1952696;1906,929688
319;1952696;1906,929688
319;1952696;1906,929688
319;1952696;1906,929688
319;1952696;1906,929688
319;1952696;1906,929688
322;1952696;1906,929688
322;1952696;1906,929688
322;1952696;1906,929688
322;1952696;1906,929688
322;1952696;1906,929688
323;1952696;1906,929688
323;1952696;1906,929688
323;1952696;1906,929688
323;1952696;1906,929688
326;1952696;1906,929688
326;1952696;1906,929688
326;1952696;1906,929688
326;1952696;1906,929688
328;1952696;1906,929688
328;1952696;1906,929688
329;1952696;1906,929688
329;1952696;1906,929688
329;1952696;1906,929688
329;1952696;1906,929688
329;1952696;1906,929688
329;1952696;1906,929688
329;1952696;1906,929688
329;1952696;1906,929688
330;1952696;1906,929688
330;1952696;1906,929688
330;1952696;1906,929688
330;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
332;1952696;1906,929688
333;1952696;1906,929688
333;1952696;1906,929688
333;1952696;1906,929688
334;1952696;1906,929688
334;1952696;1906,929688
334;1952696;1906,929688
334;1952696;1906,929688
334;1952696;1906,929688
339;1952696;1906,929688
339;1952696;1906,929688
339;1952696;1906,929688
340;1952696;1906,929688
340;1952696;1906,929688
353;1952696;1906,929688
353;1952696;1906,929688
353;1952696;1906,929688
353;1952696;1906,929688
353;1952696;1906,929688
353;1952696;1906,929688
354;1952696;1906,929688
354;1952696;1906,929688
356;1952696;1906,929688
356;1952696;1906,929688
358;1952696;1906,929688
358;1952696;1906,929688
358;1952696;1906,929688
358;1952696;1906,929688
358;1952696;1906,929688
362;1952696;1906,929688
362;1952696;1906,929688
363;1952696;1906,929688
363;1952696;1906,929688
369;1952696;1906,929688
369;1952696;1906,929688
369;1952696;1906,929688
369;1952696;1906,929688
369;1952696;1906,929688
369;1952696;1906,929688
376;1952696;1906,929688
376;1952696;1906,929688
376;1952696;1906,929688
376;1952696;1906,929688
376;1952696;1906,929688
376;1952696;1906,929688
380;1952696;1906,929688
380;1952696;1906,929688
381;1952696;1906,929688
383;1952696;1906,929688
383;1952696;1906,929688
383;1952696;1906,929688
384;1952696;1906,929688
384;1952696;1906,929688
384;1952696;1906,929688
386;1952696;1906,929688
386;1952696;1906,929688
386;1952696;1906,929688
386;1952696;1906,929688
387;1952696;1906,929688
387;1952696;1906,929688
387;1952696;1906,929688
389;1952696;1906,929688
398;1952696;1906,929688
398;1952696;1906,929688
400;1952696;1906,929688
400;1952696;1906,929688
400;1952696;1906,929688
400;1952696;1906,929688
401;1952696;1906,929688
401;1952696;1906,929688
401;1952696;1906,929688
403;1952696;1906,929688
403;1952696;1906,929688
409;1952696;1906,929688
409;1952696;1906,929688
409;1952696;1906,929688
409;1952696;1906,929688
409;1952696;1906,929688
409;1952696;1906,929688
428;1952696;1906,929688
436;1952696;1906,929688
444;1952696;1906,929688
11;1952700;1906,933594
70;1952704;1906,9375
102;1952708;1906,941406
169;1952708;1906,941406
383;1952708;1906,941406
33;1952724;1906,957031
131;1952724;1906,957031
306;1952724;1906,957031
26;1952748;1906,980469
53;1952748;1906,980469
68;1952748;1906,980469
81;1952748;1906,980469
81;1952748;1906,980469
87;1952748;1906,980469
87;1952748;1906,980469
92;1952748;1906,980469
109;1952748;1906,980469
110;1952748;1906,980469
178;1952748;1906,980469
243;1952748;1906,980469
243;1952748;1906,980469
287;1952748;1906,980469
339;1952748;1906,980469
175;1955224;1909,398438
77;1985452;1938,917969
26;1985460;1938,925781
122;1985464;1938,929688
328;1985476;1938,941406
149;1994120;1947,382813
35;1999312;1952,453125
44;1999312;1952,453125
66;1999312;1952,453125
176;1999312;1952,453125
21;1999324;1952,464844
252;1999324;1952,464844
4;2026888;1979,382813
4;2026888;1979,382813
8;2026888;1979,382813
30;2026888;1979,382813
37;2026888;1979,382813
60;2026888;1979,382813
61;2026888;1979,382813
62;2026888;1979,382813
66;2026888;1979,382813
69;2026888;1979,382813
70;2026888;1979,382813
78;2026888;1979,382813
78;2026888;1979,382813
88;2026888;1979,382813
95;2026888;1979,382813
107;2026888;1979,382813
108;2026888;1979,382813
108;2026888;1979,382813
112;2026888;1979,382813
123;2026888;1979,382813
127;2026888;1979,382813
133;2026888;1979,382813
133;2026888;1979,382813
133;2026888;1979,382813
133;2026888;1979,382813
133;2026888;1979,382813
147;2026888;1979,382813
147;2026888;1979,382813
151;2026888;1979,382813
156;2026888;1979,382813
172;2026888;1979,382813
172;2026888;1979,382813
176;2026888;1979,382813
177;2026888;1979,382813
179;2026888;1979,382813
183;2026888;1979,382813
185;2026888;1979,382813
185;2026888;1979,382813
185;2026888;1979,382813
186;2026888;1979,382813
188;2026888;1979,382813
188;2026888;1979,382813
188;2026888;1979,382813
190;2026888;1979,382813
190;2026888;1979,382813
190;2026888;1979,382813
191;2026888;1979,382813
191;2026888;1979,382813
194;2026888;1979,382813
194;2026888;1979,382813
195;2026888;1979,382813
196;2026888;1979,382813
199;2026888;1979,382813
